,id,iata,icao,description
561,10589,BHB,KBHB,"Bar Harbor, ME: Hancock County-Bar Harbor"
562,10590,IFP,KIFP,"Bullhead City, AZ: Laughlin/Bullhead International"
563,10591,BHD,EGAC,"Belfast, United Kingdom: Belfast City"
564,10592,BHE,NZWB,"Blenheim, New Zealand: Woodbourne"
565,10593,BHG,MHBL,"Brus Laguna, Honduras: Araslaya"
566,10594,BHH,OEBH,"Bisha, Saudi Arabia: Bisha Airport"
567,10595,BHI,SAZB,"Bahia Blanca, Argentina: Comandante Espora"
568,10596,BHJ,VABJ,"Bhuj, India: Bhuj Airport"
570,10599,BHM,KBHM,"Birmingham, AL: Birmingham-Shuttlesworth International"
571,10600,BHN,OYBN,"Beihan, Yemen: Beihan Airport"
572,10601,BHO,VABP,"Bhopal, India: Raja Bhoj"
573,10602,BHQ,YBHI,"Broken Hill, Australia: Broken Hill Airport"
574,10603,BHR,VNBP,"Bharatpur, Nepal: Bharatpur Airport"
575,10604,BHS,YBTH,"Bathurst, Australia: Bathurst Airport"
577,10606,BHU,VABV,"Bhavnagar, India: Bhavnagar Airport"
578,10607,BHV,OPBW,"Bahawalpur, Pakistan: Bahawalpur International"
579,10608,BHX,EGBB,"Birmingham, United Kingdom: Birmingham Airport"
580,10609,BHY,ZGBH,"Beihai, China: Beihai Airport"
582,10611,BIA,LFKB,"Bastia, France: Bastia Poretta"
584,10613,BID,KBID,"Block Island, RI: Block Island State"
585,10614,BIE,KBIE,"Beatrice, NE: Beatrice Municipal"
586,10615,BIF,KBIF,"El Paso, TX: Biggs AAF"
587,10616,BIG,PABI,"Big Delta, AK: Allen AAF"
588,10617,BIH,KBIH,"Bishop, CA: Bishop Airport"
590,10619,BIK,WABB,"Biak, Indonesia: Manuhua"
591,10620,BIL,KBIL,"Billings, MT: Billings Logan International"
592,10621,BIM,MYBS,"Bimini, The Bahamas: Bimini International"
593,10622,BIN,OABN,"Bamyan, Afghanistan: Bamyan Airport"
594,10623,BIO,LEBB,"Bilbao, Spain: Bilbao Airport"
595,10624,BIP,YBWM,"Bulimba, Australia: Bulimba Airport"
596,10625,BIQ,LFBZ,"Biarritz, France: Biarritz Pays Basque"
597,10626,BIR,VNVT,"Biratnagar, Nepal: Biratnagar Airport"
598,10627,BIS,KBIS,"Bismarck/Mandan, ND: Bismarck Municipal"
599,10628,BIV,FEFR,"Bria, Central African Republic: Bria Airport"
600,10629,BIX,KBIX,"Biloxi, MS: Keesler AFB"
601,10630,BJC,KBJC,"Broomfield, CO: Rocky Mountain Metro"
602,10631,BJI,KBJI,"Bemidji, MN: Bemidji Regional"
603,10632,BJJ,KBJJ,"Wooster, OH: Wayne County"
604,10633,BJL,GBYD,"Banjul, The Gambia: Banjul International"
605,10634,BJM,HBBA,"Bujumbura, Burundi: Bujumbura International"
606,10635,BJR,HABD,"Bahir Dar, Ethiopia: Bahir Dar Ginbot Haya International"
607,10636,BJU,VNBR,"Bajura, Nepal: Bajura Airport"
608,10637,BJV,LTFE,"Bodrum, Turkey: Imsik"
609,10639,BJZ,LEBZ,"Badajoz, Spain: Badajoz Airport"
610,10640,BKC,PABL,"Buckland, AK: Buckland Airport"
611,10641,BKE,KBKE,"Baker, OR: Baker City Municipal"
613,10643,BKG,KBBG,"Branson, MO: Branson Airport"
614,10644,BKH,PHBK,"Kekaha, Kauai, HI: Barking Sands PMRF"
615,10645,BKI,WBKK,"Kota Kinabalu, Malaysia: Kota Kinabalu International"
616,10646,DMK,VTBD,"Bangkok, Thailand: Don Mueang International"
617,10647,BKL,KBKL,"Cleveland, OH: Burke Lakefront"
618,10648,BKM,WBGQ,"Bakelalan, Malaysia: Bakelalan Airport"
619,10651,BKQ,YBCK,"Blackall, Australia: Blackall Airport"
620,10652,BKS,WIPL,"Bengkulu, Indonesia: Fatmawati Soekarno"
621,10653,BKU,FMSV,"Betioky, Madagascar: Betioky Airport"
622,10654,BKW,KBKW,"Beckley, WV: Raleigh County Memorial"
623,10655,BKX,KBKX,"Brookings, SD: Brookings Regional"
624,10656,BKY,FZMA,"Bukavu, Congo (Kinshasa): Bukavu Kavumu"
625,10657,BKZ,HTBU,"Bukoba, Tanzania: Bukoba Airport"
626,10658,BLA,SVBC,"Barcelona, Venezuela: General Jose Antonio Anzoategui International"
627,10659,BLB,MPPA,"Balboa, Panama: Albrook AFB"
628,10660,BLC,FKKG,"Bali, Cameroon: Bali Airport"
629,10661,BLD,KBVU,"Boulder City, NV: Boulder City Municipal"
630,10662,BLE,ESSD,"Borlange, Sweden: Borlange Airport"
631,10663,BLF,KBLF,"Princeton/Bluefield, WV: Mercer County"
632,10664,BLG,WBGC,"Belaga, Malaysia: Belaga Airport"
633,10665,BLH,KBLH,"Blythe, CA: Blythe Airport"
634,10666,BLI,KBLI,"Bellingham, WA: Bellingham International"
635,10667,BLJ,DABT,"Batna, Algeria: Mostepha Ben Boulaid"
636,10668,BLK,EGNH,"Blackpool, United Kingdom: Blackpool Airport"
637,10669,BLL,EKBI,"Billund, Denmark: Billund Airport"
638,10670,BLM,KBLM,"Belmar/Farmingdale, NJ: Monmouth Executive"
639,10671,BLO,BIBL,"Blonduos, Iceland: Blonduos Airport"
640,10672,BLP,SPBL,"Bellavista, Peru: Bellavista 1"
641,10673,BLQ,LIPE,"Bologna, Italy: Bologna Airport"
642,10674,BLR,VOBL,"Bangalore, India: Kempegowda International"
643,10675,BLT,YBTR,"Blackwater, Australia: Blackwater Airport"
644,10677,BLZ,FWCL,"Blantyre, Malawi: Chileka International"
645,10678,BMA,ESSB,"Stockholm, Sweden: Bromma"
646,10679,BMB,FZFU,"Bumba, Congo (Kinshasa): Bumba Airport"
647,10681,BMD,FMML,"Belo, Madagascar: Belo Sur Tsiribihina"
648,10682,BME,YBRM,"Broome, Australia: Broome International"
649,10683,BMG,KBMG,"Bloomington, IN: Monroe County"
651,10686,BMJ,SYBR,"Baramita, Guyana: Baramita Airport"
652,10687,BML,KBML,"Berlin, NH: Berlin Regional"
653,10688,BMM,FOOB,"Bitam, Gabon: Bitam Airport"
654,10689,BMO,VYBM,"Bhamo, Burma: Banmaw"
655,10690,BMP,YBPI,"Brampton Island, Australia: Brampton Island Airport"
656,10691,BMW,DATM,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar"
657,10692,BMX,PABM,"Big Mountain, AK: Big Mountain AFS"
658,10693,BNA,KBNA,"Nashville, TN: Nashville International"
659,10694,BNB,FZGN,"Boende, Congo (Kinshasa): Boende Airport"
660,10695,BND,OIKB,"Bandar Abbas, Iran: Bandar Abbas International"
661,10696,BNE,YBBN,"Brisbane, Australia: Brisbane International"
663,10698,BNG,KBNG,"Banning, CA: Banning Municipal"
664,10699,BNI,DNBE,"Benin City, Nigeria: Benin City Airport"
665,10700,BNK,YBNA,"Ballina, Australia: Ballina Byron Gateway"
666,10701,BNL,KBNL,"Barnwell, SC: Barnwell Regional"
667,10703,BNO,KBNO,"Burns, OR: Burns Municipal"
668,10704,BNS,SVBI,"Barinas, Venezuela: Barinas Airport"
669,10705,BNX,LQBK,"Banja Luka, Bosnia and Herzegovina: Banja Luka Airport"
671,10707,BOA,FZAJ,"Boma, Congo (Kinshasa): Boma Airport"
672,10708,BOB,NTTB,"Bora Bora, French Polynesia: Bora Bora Motu Mute"
673,10710,BOD,LFBD,"Bordeaux, France: Bordeaux Merignac"
674,10711,BOG,SKBO,"Bogota, Colombia: El Dorado International"
675,10712,BOH,EGHH,"Bournemouth, United Kingdom: Bournemouth Airport"
676,10713,BOI,KBOI,"Boise, ID: Boise Air Terminal"
677,10714,BOJ,LBBG,"Burgas, Bulgaria: Burgas Airport"
678,10715,BOK,KBOK,"Brookings, OR: Brookings Airport"
679,10717,BON,TNCB,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International"
680,10718,BOO,ENBO,"Bodo, Norway: Bodo Airport"
683,10721,BOS,KBOS,"Boston, MA: Logan International"
684,10723,BOX,YBRL,"Borroloola, Australia: Borroloola Airport"
685,10724,BOY,DFOO,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport"
686,10725,BPH,RPMF,"Bislig, Philippines: Bislig Airport"
687,10726,BPN,WALL,"Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan"
688,10727,BPS,SBPS,"Porto Seguro, Brazil: Porto Seguro Airport"
689,10728,BPT,KBPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional"
690,10729,BQA,RPUR,"Baler, Philippines: Baler Airport"
691,10730,BQH,EGKB,"London, United Kingdom: Biggin Hill"
692,10731,BQK,KBQK,"Brunswick, GA: Brunswick Golden Isles"
693,10732,BQN,TJBQ,"Aguadilla, PR: Rafael Hernandez"
694,10733,BQS,UHBB,"Blagoveschensk, Russia: Ignatyevo"
695,10734,BQU,TVSB,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell"
697,10738,BRC,SAZS,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport"
698,10739,BRD,KBRD,"Brainerd, MN: Brainerd Lakes Regional"
699,10740,BRE,EDDW,"Bremen, Germany: Bremen Airport"
701,10742,BRI,LIBD,"Bari, Italy: Bari Airport"
702,10743,BRK,YBKE,"Bourke, Australia: Bourke Airport"
703,10744,BRL,KBRL,"Burlington, IA: Southeast Iowa Regional"
704,10745,BRM,SVBM,"Barquisimeto, Venezuela: Barquisimeto International"
705,10747,BRO,KBRO,"Brownsville, TX: Brownsville South Padre Island International"
706,10748,BRQ,LKTB,"Brno, Czech Republic: Turany"
707,10749,BRR,EGPR,"Barra, United Kingdom: Barra Airport"
708,10750,BRS,EGGD,"Bristol, United Kingdom: Bristol Airport"
709,10751,BRT,YBTI,"Bathurst Island, Australia: Bathurst Island Airport"
710,10752,BRU,EBBR,"Brussels, Belgium: Brussels National"
711,10753,BRV,EDWB,"Bremerhaven, Germany: Bremerhaven Airport"
712,10754,BRW,PABR,"Barrow, AK: Wiley Post/Will Rogers Memorial"
713,10755,BRX,MDBH,"Barahona, Dominican Republic: Barahona Habanero"
714,10756,BRY,KBRY,"Bardstown, KY: Samuels Field"
715,10757,BSA,HCMF,"Bosaso, Somalia: Bosaso Airport"
716,10758,BSB,SBBR,"Brasilia, Brazil: Presidente Juscelino Kubitschek International"
717,10759,BSD,ZPBS,"Baoshan, China: Baoshan Airport"
718,10760,BSG,FGBT,"Bata, Equatorial Guinea: Bata Airport"
719,10761,BSK,DAUB,"Biskra, Algeria: Mohamed Khider"
720,10762,BSL,LFSB,"Mulhouse, France: EuroAirport"
721,10762,MLH,LSZM,"Mulhouse, France: EuroAirport"
722,13366,BSL,LFSB,"Mulhouse, France: EuroAirport"
723,13366,MLH,LSZM,"Mulhouse, France: EuroAirport"
724,10764,BSO,RPUO,"Basco, Philippines: Basco Airport"
725,10765,BSQ,KP04,"Bisbee, AZ: Bisbee Municipal"
726,10766,BSR,ORMM,"Basra, Iraq: Basrah International"
727,10767,BSS,SNBS,"Balsas, Brazil: Balsas Airport"
728,10768,BSU,FZEN,"Basankusu, Congo (Kinshasa): Basankusu Airport"
729,10769,BSW,AK97,"Boswell Bay, AK: Boswell Bay Airport"
732,10771,BTA,FKKO,"Bertoua, Cameroon: Bertoua Airport"
733,10772,BTC,VCCB,"Batticaloa, Sri Lanka: Batticaloa Airport"
734,10773,BTE,GFBN,"Bonthe, Sierra Leone: Bonthe Airport"
735,10774,BTH,WIDD,"Batu Besar, Indonesia: Batu Besar Airport"
736,10775,BTI,PABA,"Barter Island, AK: Barter Island Airport"
737,10776,BTJ,WITT,"Banda Aceh, Indonesia: Sultan Iskandar Muda"
738,10777,BTK,UIBB,"Bratsk, Russia: Bratsk Airport"
739,10779,BTM,KBTM,"Butte, MT: Bert Mooney"
740,10780,BTP,KBTP,"Butler, PA: Pittsburgh Butler Regional"
741,10781,BTR,KBTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
742,10782,BTS,LZIB,"Bratislava, Slovakia: M R Stefanik"
743,10783,BTT,PABT,"Bettles, AK: Bettles Airport"
744,10784,BTU,WBGB,"Bintulu, Malaysia: Bintulu Airport"
745,10785,BTV,KBTV,"Burlington, VT: Burlington International"
746,10786,BTY,KBTY,"Beatty, NV: Beatty Airport"
747,10787,BTZ,VTSY,"Bursa, Turkey: Bursa Airport"
748,10788,BUA,AYBK,"Buka Islands, Papua New Guinea: Buka"
749,10789,BUC,YBKT,"Burketown, Australia: Burketown Airport"
750,10790,BUD,LHBP,"Budapest, Hungary: Budapest Liszt Ferenc International"
752,10792,BUF,KBUF,"Buffalo, NY: Buffalo Niagara International"
753,10793,BUG,FNBG,"Benguela, Angola: 17 de Setembro"
755,10795,BUL,AYBU,"Bulolo, Papua New Guinea: Bulolo Airport"
756,10796,BUM,KBUM,"Butler, MO: Butler Memorial"
757,10797,BUN,SKBU,"Buenaventura, Colombia: Gerardo Tobar Lopez"
758,10798,BUO,HCMV,"Burao, Somalia: Burao Airport"
759,10799,BUQ,FVBU,"Bulawayo, Zimbabwe: J. M. Nkomo International"
760,10800,BUR,KBUR,"Burbank, CA: Bob Hope"
761,10801,BUS,UGSB,"Batumi, Georgia: Batumi Airport"
764,10804,BUX,FZKA,"Bunia, Congo (Kinshasa): Bunia Airport"
765,10805,BUY,YBUN,"Bunbury, Australia: Bunbury Airport"
766,10806,BUZ,OIBB,"Bushehr, Iran: Bushehr Airport"
767,10807,BVA,LFOB,"Beauvais, France: Beauvais Tille"
768,10808,BVB,SBBV,"Boa Vista, Brazil: Atlas Brasil Cantanhede"
770,10810,BVI,YBDV,"Birdsville, Australia: Birdsville Airport"
771,10811,BVO,KBVO,"Bartlesville, OK: Bartlesville Municipal"
772,10812,BVR,GVBR,"St. James, MI: Beaver Island"
773,10814,BVX,KBVX,"Batesville, AR: Batesville Regional"
774,10815,BVY,KBVY,"Beverly, MA: Beverly Regional"
775,10816,BWA,VNBW,"Bhairawa, Nepal: Gautam Buddha"
776,10817,BWD,KBWD,"Brownwood, TX: Brownwood Regional"
777,10818,BWE,EDVE,"Braunschweig, Germany: Braunschweig/Wolfsburg"
778,10819,BWG,KBWG,"Bowling Green, KY: Bowling Green-Warren County Regional"
779,10820,BWH,WMKB,"Butterworth, Malaysia: Butterworth Airport"
780,10821,BWI,KBWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
783,10824,BWN,WBSB,"Bandar Seri Begawan, Brunei: Brunei International"
785,10826,BWT,YWYY,"Burnie, Australia: Wynyard"
789,10829,BXD,WAKE,"Bade, Indonesia: Bade Airport"
790,10830,BXE,GOTB,"Bakel, Senegal: Bakel Airport"
791,10832,BXS,KL08,"Borrego Springs, CA: Borrego Valley"
792,10833,BXU,RPME,"Butuan, Philippines: Bancasi"
793,10834,BYA,KBYA,"Boundary, AK: Boundary Airport"
794,10835,BYC,SLYA,"Yacuiba, Bolivia: Yacuiba Airport"
795,10836,RKH,KUZA,"Rock Hill, SC: Rock Hill/York County/Bryant Field"
796,10837,BYG,KBYG,"Buffalo, WY: Johnson County"
797,10838,BYH,KBYH,"Blytheville, AR: Arkansas International"
798,10839,BYI,KBYI,"Burley/Rupert, ID: Burley Municipal"
799,10840,BYK,DIBK,"Bouake, Cote d'Ivoire: Bouake Airport"
801,10842,BYT,EIBN,"Bantry, Ireland: Bantry Airport"
802,10843,BYU,EDQD,"Bayreuth, Germany: Bayreuth Airport"
803,10844,BYW,38WA,"Blakely Island, WA: Blakely Island Airport"
804,10845,BZA,MNBZ,"Bonanza, Nicaragua: Bonanza Airport"
805,10846,BZE,MZBZ,"Belize City, Belize: Philip S. W. Goldson International"
806,10848,BZI,LTBF,"Balikesir, Turkey: Balikesir Airport"
807,10849,BZN,KBZN,"Bozeman, MT: Bozeman Yellowstone International"
808,10850,BZO,LIPB,"Bolzano, Italy: Bolzano Airport"
809,10851,BZR,LFMU,"Beziers, France: Beziers Vias"
812,10854,BZV,FCBB,"Brazzaville, Congo (Brazaville): Maya Maya"
813,10856,BZZ,EGVN,"Brize Norton, United Kingdom: Brize Norton Airport"
821,10865,CAB,FNCA,"Cabinda, Angola: Cabinda Airport"
822,10867,CAD,KCAD,"Cadillac, MI: Wexford County"
823,10868,CAE,KCAE,"Columbia, SC: Columbia Metropolitan"
824,10869,CAF,SWCA,"Carauari, Brazil: Carauari Airport"
825,10870,CAG,LIEE,"Cagliari, Italy: Elmas"
826,10871,CAH,VVCM,"Ca Mau, Vietnam: Ca Mau Airport"
827,10872,CAI,HECA,"Cairo, Egypt: Cairo International"
828,10873,CAJ,SVCN,"Canaima, Venezuela: Canaima Airport"
829,10874,CAK,KCAK,"Akron, OH: Akron-Canton Regional"
830,10875,CAL,EGEC,"Campbeltown, United Kingdom: Campbeltown Airport"
831,10876,CAM,SLCA,"Camiri, Bolivia: Choreti"
832,10878,CAP,MTCH,"Cap-Haitien, Haiti: Cap-Haitien International"
833,10879,CAR,KCAR,"Caribou, ME: Caribou Municipal"
835,10881,CAT,LPCS,"New Bight, The Bahamas: New Bight Airport"
837,13652,CAT,LPCS,"New Bight, The Bahamas: New Bight Airport"
839,10882,CAW,SBCP,"Campos, Brazil: Bartolomeu Lisandro"
840,10883,CAX,EGNC,"Carlisle, United Kingdom: Carlisle Airport"
841,10884,CAY,SOCA,"Cayenne, French Guiana: Cayenne Felix Eboue"
842,10885,CAZ,YCBA,"Cobar, Australia: Cobar Airport"
844,10887,CBB,SLCB,"Cochabamba, Bolivia: Jorge Wilstermann International"
845,10888,CBE,KCBE,"Cumberland, MD: Greater Cumberland Regional"
846,10889,CBF,KCBF,"Council Bluffs, IA: Council Bluffs Municipal"
847,10890,CBG,EGSC,"Cambridge, United Kingdom: Cambridge Airport"
848,10891,CBH,DAOR,"Colomb-Bechar, Algeria: Bechar/Leger"
849,10892,CBK,KCBK,"Colby, KS: Murray"
850,10893,CBL,SVCB,"Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport"
851,10894,CBM,KCBM,"Columbus, MS: Columbus AFB"
852,10895,CBO,RPMC,"Cotabato, Philippines: Cotabato Airport"
853,10896,CBQ,DNCA,"Calabar, Nigeria: Margaret Ekpo International"
854,10897,CBR,YSCB,"Canberra, Australia: Canberra Airport"
855,10898,CBV,MGCB,"Coban, Guatemala: Coban Airport"
856,10899,CBY,YCBE,"Canobie, Australia: Canobie Airport"
857,10900,CCC,MUCC,"Cayo Coco, Cuba: Jardines del Rey International"
858,10902,CCF,LFMK,"Carcassonne, France: Carcassonne Salvaza"
859,10903,CCH,SCCC,"Chile Chico, Chile: Chile Chico Airport"
860,10904,CCI,SSCK,"Concordia, Brazil: Olavo Cecco Rigon"
861,10907,CCM,SBCM,"Crisciuma, Brazil: Criciuma"
862,10908,CCN,OACC,"Chakhcharan, Afghanistan: Chakhcharan Airport"
863,10909,CCP,SCIE,"Concepcion, Chile: Carriel Sur International"
864,10910,CCR,KCCR,"Concord, CA: Buchanan Field"
865,10911,CCS,SVMI,"Caracas, Venezuela: Simon Bolivar International"
866,10912,CCU,VECC,"Kolkata, India: Netaji Subhash Chandra Bose International"
867,10914,CCX,SWKC,"Caceres, Brazil: Caceres Airport"
868,10915,CCY,KCCY,"Charles City, IA: Northeast Iowa Regional"
869,10916,CCZ,MYBC,"Chub Cay, The Bahamas: Chub Cay Airport"
870,10917,CDB,PACD,"Cold Bay, AK: Cold Bay Airport"
871,10918,CDC,KCDC,"Cedar City, UT: Cedar City Regional"
873,10921,CDH,KCDH,"Camden, AR: Harrell Field"
874,10922,CDJ,SBAA,"Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport"
875,10923,CDL,AK75,"Candle, AK: Candle 2"
876,10924,CDN,KCDN,"Camden, SC: Woodward Field"
877,10925,CDR,KCDR,"Chadron, NE: Chadron Municipal"
878,10926,CDV,PACV,"Cordova, AK: Merle K Mudhole Smith"
879,10927,CDW,KCDW,"Caldwell, NJ: Essex County"
880,10928,CEA,KCEA,"Wichita, KS: Cessna Aircraft Field"
881,10929,CEB,RPVM,"Lapu-Lapu City, Philippines: Mactan-Cebu International"
882,10930,CEC,KCEC,"Crescent City, CA: Jack McNamara Field"
883,10931,CED,YCDU,"Ceduna, Australia: Ceduna Airport"
884,10933,CEF,KCEF,"Chicopee Falls, MA: Westover ARB Metropolitan"
885,10934,CEG,EGNR,"Chester, United Kingdom: Hawarden"
886,10935,CEI,VTCT,"Chiang Rai, Thailand: Chiang Rai Airport"
887,10936,CEK,USCC,"Chelyabinsk, Russia: Balandino"
889,10938,CEM,PACE,"Central, AK: Central Airport"
890,10939,CEN,MMCN,"Ciudad Obregon, Mexico: Ciudad Obregon International"
891,10940,CEO,FNWK,"Waco Kungo, Angola: Waco Kungo Airport"
892,10941,CEP,SLCP,"Concepcion, Bolivia: Concepcion Airport"
893,10942,CEQ,LFMD,"Cannes, France: Cannes Mandelieu"
894,10944,CET,LFOU,"Cholet, France: Cholet Le Pontreau"
895,10945,CEU,KCEU,"Clemson, SC: Oconee County Regional"
896,10946,CEV,KCEV,"Connersville, IN: Mettel Field"
897,10947,CEW,KCEW,"Crestview, FL: Bob Sikes"
898,10948,CEX,AK13,"Chena Hot Springs, AK: Chena Hot Springs Airport"
899,10949,CEY,KCEY,"Murray, KY: Kyle-Oakley Field"
900,10950,CEZ,KCEZ,"Cortez, CO: Cortez Municipal"
902,10953,CFE,LFLC,"Clermont-Ferrand, France: Clermont Ferrand Auvergne"
903,10954,CFG,MUCF,"Cienfuegos, Cuba: Jaime Gonzalez International"
904,10955,CFQ,CAJ3,"Silver City, Canada: Silver City Airport"
905,10956,CFR,LFRK,"Caen, France: Caen Carpiquet"
906,10957,CFS,YSCH,"Coffs Harbour, Australia: Coffs Harbour Airport"
907,10958,CFT,KCFT,"Clifton, AZ: Greenlee County"
908,10959,CFU,LGKR,"Corfu, Greece: Ioannis Kapodistrias International"
909,10960,CFV,KCFV,"Coffeyville, KS: Coffeyville Municipal"
911,10962,CGB,SBCY,"Cuiaba, Brazil: Marechal Rondon International"
913,10964,CGE,KCGE,"Cambridge, MD: Cambridge Dorchester Regional"
914,10965,CGF,KCGF,"Cleveland, OH: Cuyahoga County"
915,10966,CGH,SBSP,"Sao Paulo, Brazil: Congonhas"
916,10967,CGI,KCGI,"Cape Girardeau, MO: Cape Girardeau Regional"
917,10968,CGK,WIII,"Jakarta, Indonesia: Soekarno-Hatta International"
918,10969,CGM,RPMH,"Camiguin, Philippines: Camiguin Airport"
919,10970,CGN,EDDK,"Cologne, Germany: Koeln Bonn"
920,10971,CGO,ZHCC,"Zhengzhou, China: Xinzheng"
921,10972,CGP,VGEG,"Chittagong, Bangladesh: Chittagong Airport"
922,10974,CGR,SBCG,"Campo Grande, Brazil: Campo Grande International"
923,10975,CGS,KCGS,"College Park, MD: College Park Airport"
926,10979,CGZ,KCGZ,"Casa Grande, AZ: Casa Grande Municipal"
927,10980,CHA,KCHA,"Chattanooga, TN: Lovell Field"
928,10981,CHC,NZCH,"Christchurch, New Zealand: Christchurch International"
931,10984,CHF,RKPE,"Chinhae, South Korea: Jinhae"
932,10985,CHG,ZYCY,"Chaoyang, China: Chaoyang Airport"
934,10987,CHL,KLLJ,"Challis, ID: Challis Airport"
936,10988,CHM,SPEO,"Chimbote, Peru: Teniente Jaime A. de Montreuil Morales"
937,10990,CHO,KCHO,"Charlottesville, VA: Charlottesville Albemarle"
938,10991,CHP,KCHP,"Circle Hot Springs, AK: Circle Hot Springs Airport"
939,10992,CHQ,LGSA,"Chania, Greece: Souda"
940,10993,CHR,LFLX,"Chateauroux, France: Chateauroux Airport"
941,10994,CHS,KCHS,"Charleston, SC: Charleston AFB/International"
942,10995,CHT,NZCI,"Chatham Islands, New Zealand: Chatham Islands Airport"
943,10996,CHU,PACH,"Chuathbaluk, AK: Chuathbaluk Airport"
945,10998,CHX,MPCH,"Changuinola, Panama: Changuinola 1"
946,10999,CHZ,K2S7,"Chiloquin, OR: Chiloquin State"
947,11000,CIA,LIRA,"Rome, Italy: Ciampino"
948,11003,CID,KCID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
949,11004,CIG,KCAG,"Craig, CO: Craig-Moffat"
950,11005,CIH,ZBCZ,"Changzhi, China: Changzhi Airport"
951,11006,CIJ,SLCO,"Cobija, Bolivia: Cap Av Civ Anibal Arab Fadul International"
952,11007,CIK,PACI,"Chalkyitsik, AK: Chalkyitsik Airport"
953,11008,CIL,KK29,"Council, AK: Council Airport"
954,11009,CIN,KCIN,"Carroll, IA: Arthur N Neu"
955,11010,CIP,FLCP,"Chipata, Zambia: Chipata Airport"
956,11011,CIR,KCIR,"Cairo, IL: Cairo Regional"
957,11013,CIU,KCIU,"Sault Ste. Marie, MI: Chippewa County International"
959,11015,CIW,TVSC,"Canouan, Saint Vincent and the Grenadines: Canouan Airport"
960,11017,CIY,LICB,"Comiso, Italy: Comiso Airport"
961,11018,CJA,SPJR,"Cajamarca, Peru: Gen FAP Armando Revoredo Iglesias"
962,11019,CJB,VOCB,"Coimbatore, India: Coimbatore International"
963,11020,CJC,SCCF,"Calama, Chile: El Loa"
965,11023,CJL,OPCH,"Chitral, Pakistan: Chitral Airport"
966,11025,CJU,RKPC,"Jeju, South Korea: Jeju International"
968,11027,CKB,KCKB,"Clarksburg/Fairmont, WV: North Central West Virginia"
969,11028,CKD,PACJ,"Crooked Creek, AK: Crooked Creek Airport"
970,11029,CKE,K1O2,"Clear Lake, CA: Pearce Field"
971,11030,CKG,ZUCK,"Chongqing, China: Jiangbei"
972,11031,CKM,KCKM,"Clarksdale, MS: Fletcher Field"
973,11032,CUN,MMUN,"Cancun, Mexico: Cancun International"
974,11033,CKS,SBCJ,"Carajas, Brazil: Carajas Airport"
975,11034,CKU,KCKU,"Cordova, AK: Cordova Municipal"
976,11035,CKV,KCKV,"Clarksville, TN: Outlaw Field"
977,11036,CKX,KCKX,"Chicken, AK: Chicken Airport"
980,11041,CLD,KCRQ,"Carlsbad, CA: McClellan-Palomar"
981,11042,CLE,KCLE,"Cleveland, OH: Cleveland-Hopkins International"
983,11044,CLG,KC80,"Coalinga, CA: New Coalinga Municipal"
984,11045,CLH,YCAH,"Coolah, Australia: Coolah Airport"
985,11046,CLI,KCLI,"Clintonville, WI: Clintonville Municipal"
986,11047,CLJ,LRCL,"Cluj-Napoca, Romania: Avram Iancu"
987,11048,CLK,KCLK,"Clinton, OK: Clinton Regional"
988,11049,CLL,KCLL,"College Station/Bryan, TX: Easterwood Field"
989,11050,CLM,KCLM,"Port Angeles, WA: William R. Fairchild International"
990,11051,CLN,SBCI,"Carolina, Brazil: Carolina Airport"
991,11052,CLO,SKCL,"Cali, Colombia: Alfonso Bonilla Aragon International"
992,11053,CLP,PFCL,"Clarks Point, AK: Clarks Point Airport"
993,11054,CLQ,MMIA,"Colima, Mexico: Colima Airport"
994,11055,CLR,KCLR,"Calipatria, CA: Cliff Hatfield Memorial"
995,11056,CLS,KCLS,"Chehalis, WA: Chehalis Centralia"
996,11057,CLT,KCLT,"Charlotte, NC: Charlotte Douglas International"
