,id,iata,icao,description
4751,15204,THZ,DRRT,"Tahoua, Niger: Tahoua Airport"
4752,15205,TIA,LATI,"Tirana, Albania: Tirana International"
4753,15207,TIE,HATP,"Tippi, Ethiopia: Tippi Airport"
4754,15208,TIF,OETF,"Taif, Saudi Arabia: Taif International"
4755,15209,TIH,NTGC,"Tikehau, French Polynesia: Tikehau Airport"
4756,15211,TIK,KTIK,"Oklahoma City, OK: Tinker AFB"
4757,15212,TIM,WABP,"Tembagapura, Indonesia: Mozes Kilangin"
4758,15213,TIN,DAOF,"Tindouf, Algeria: Tindouf Airport"
4759,15214,TIP,HLLT,"Tripoli, Libya: Tripoli International"
4760,15215,TIQ,PGWT,"Tinian, TT: Tinian International"
4761,15216,TIR,VOTP,"Tirupati, India: Tirupati Airport"
4763,15218,TIU,NZTU,"Timaru, New Zealand: Timaru Airport"
4764,15219,TIV,LYTV,"Tivat, Montenegro: Tivat Airport"
4765,15220,TIW,KTIW,"Tacoma, WA: Tacoma Narrows"
4766,15221,TIX,KTIX,"Titusville, FL: Space Coast Regional"
4767,15222,TIY,GQND,"Tidjikja, Mauritania: Tidjikja Airport"
4768,15223,TIZ,AYTA,"Tari, Papua New Guinea: Tari Airport"
4769,15224,TJA,SLTJ,"Tarija, Bolivia: Cap Av Oriel Lea Plaza International"
4770,15225,TJI,MHTJ,"Trujillo, Honduras: Trujillo Airport"
4771,15226,TJM,USTR,"Tyumen, Russia: Roshchino"
4773,15228,TKA,PATK,"Talkeetna, AK: Talkeetna Airport"
4774,15229,TKC,FKKC,"Tiko, Cameroon: Tiko Airport"
4775,15230,TKD,DGTK,"Takoradi, Ghana: Takoradi Airport"
4777,15232,TKF,KTRK,"Truckee, CA: Truckee Tahoe"
4778,15233,TKG,WICT,"Bandar Lampung, Indonesia: Branti"
4779,15234,TKH,VTPI,"Takhli, Thailand: Takhli Airport"
4781,15236,TKJ,PFTO,"Tok, AK: Tok Junction"
4782,15237,TKK,PTKK,"Chuuk, Federated States of Micronesia: Chuuk International"
4785,15240,TKQ,HTKA,"Kigoma, Tanzania: Kigoma Airport"
4786,15241,TKR,VGSG,"Thakurgaon, Bangladesh: Thakurgaon Stol Port"
4787,15242,TKS,RJOS,"Tokushima, Japan: Tokushima Airport"
4788,15243,TKT,VTPT,"Tak, Thailand: Tak Airport"
4789,15244,TKU,EFTU,"Turku, Finland: Turku Airport"
4790,15245,TLA,PATE,"Teller, AK: Teller Airport"
4791,15247,TLE,FMST,"Tulear, Madagascar: Tulear Airport"
4792,15248,TLF,K2K5,"Telida, AK: Telida Airport"
4793,15249,TLH,KTLH,"Tallahassee, FL: Tallahassee International"
4794,15250,TLJ,PATL,"Tatalina, AK: Tatalina LRRS"
4795,15252,TLL,EETN,"Tallinn, Estonia: Lennart Meri Tallinn"
4796,15253,TLM,DAON,"Tlemcen, Algeria: Zenata-Messali El Hadj"
4797,15254,TLN,LFTH,"Toulon/Hyeres, France: Hyeres Le Palyvestre"
4798,15255,TLR,KTLR,"Tulare, CA: Mefford Field"
4799,15256,TLS,LFBO,"Toulouse, France: Toulouse Blagnac"
4800,15257,TLT,PALT,"Tuluksak, AK: Tuluksak Airport"
4801,15258,TLV,LLBG,"Tel Aviv, Israel: Ben Gurion"
4802,15259,TMA,KTMA,"Tifton, GA: Henry Tift Myers"
4803,15260,TMB,KTMB,"Miami, FL: Miami Executive"
4804,15261,TMD,GQNH,"Timbedra, Mauritania: Timbedra Airport"
4805,15262,TMI,VNTR,"Tumlingtar, Nepal: Tumlingtar Airport"
4806,15263,TML,DGLE,"Tamale, Ghana: Tamale Airport"
4807,15264,TMM,FMMT,"Tamatave, Madagascar: Toamasina"
4808,15265,TMP,EFTP,"Tampere, Finland: Tampere-Pirkkala"
4809,15266,TMR,DAAT,"Tamanrasset, Algeria: Aguemar"
4810,15267,TMS,FPST,"Sao Tome Island, Sao Tome and Principe: Salazar"
4811,15268,TMT,SBTB,"Trombetas, Brazil: Trombetas Airport"
4812,15269,TMW,YSTW,"Tamworth, Australia: Tamworth Airport"
4819,15277,TNA,ZSJN,"Jinan, China: Yaoqiang"
4820,15278,TNC,PATC,"Tin City, AK: Tin City LRRS"
4821,15279,TNE,RJFG,"Tanegashima, Japan: Tanegashima Airport"
4822,15280,TNG,GMTT,"Tangier, Morocco: Tanger Ibn Batouta International"
4823,15281,TNJ,WIDN,"Tandjungpinang, Indonesia: Kidjang"
4824,15282,TNK,POKA,"Tununak, AK: Tununak Airport"
4825,15283,TNN,RCNN,"Tainan, Taiwan: Tainan Airport"
4826,15284,TNP,KTNP,"Twentynine Palms, CA: Twentynine Palms Airport"
4827,15285,TNR,FMMI,"Antananarivo, Madagascar: Ivato"
4828,15286,TNT,KTNT,"Miami, FL: Dade-Collier Training and Transition"
4829,15287,TNU,KTNU,"Newton, IA: Newton Municipal Earl Johnson Field"
4830,15288,TNX,VDST,"Stung Treng, Cambodia: Stung Treng Airport"
4831,15289,TOA,KTOA,"Torrance, CA: Zamperini Field"
4832,15290,TOB,HLGN,"Tobruk, Libya: Tobruk Airport"
4833,15292,TOE,DTTZ,"Tozeur, Tunisia: Nefta"
4834,15293,TOG,PATG,"Togiak, AK: Togiak Airport"
4835,15294,TOJ,LETO,"Madrid, Spain: Torrejon AFB"
4836,15296,TOM,GATB,"Tombouctou, Mali: Tombouctou Airport"
4837,15297,TOP,KTOP,"Topeka, KS: Philip Billard Municipal"
4838,15298,TOQ,SCBE,"Tocopilla, Chile: Barriles"
4839,15299,TOR,KTOR,"Torrington, WY: Torrington Municipal"
4840,15301,TOU,NWWU,"Touho, New Caledonia: Touho Airport"
4842,15303,TOY,RJNT,"Toyama, Japan: Toyama Airport"
4843,15304,TPA,KTPA,"Tampa, FL: Tampa International"
4845,15306,TPE,RCTP,"Taipei, Taiwan: Taiwan Taoyuan International"
4846,15307,TPF,KTPF,"Tampa, FL: Peter O'Knight"
4847,15308,TPH,KTPH,"Tonopah, NV: Tonopah Airport"
4848,15309,TPI,AYTI,"Tapini, Papua New Guinea: Tapini Airport"
4849,15310,TPL,KTPL,"Temple, TX: Draughon-Miller Central Texas Regional"
4850,15312,TPP,SPST,"Tarapoto, Peru: Tarapoto Airport"
4851,15314,TPR,YTMP,"Tom Price, Australia: Tom Price Airport"
4852,15315,TPS,LICT,"Trapani/Marsala, Italy: Trapani/Birgi"
4853,15316,TRB,SKTU,"Turbo, Colombia: Turbo Airport"
4854,15317,TRC,MMTC,"Torreon, Mexico: Torreon International"
4855,15319,TRE,EGPU,"Tiree Island, United Kingdom: Tiree Island Airport"
4856,15320,TRF,ENTO,"Sandefjord, Norway: Torp"
4857,15321,TRG,NZTG,"Tauranga, New Zealand: Tauranga Airport"
4858,15322,TRH,KL72,"Trona, CA: Trona Airport"
4859,15323,TRI,KTRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
4860,15324,TRK,WALR,"Tarakan, Indonesia: Juwata"
4861,15325,TRM,KTRM,"Thermal, CA: Jacqueline Cochran Regional"
4862,15326,TRN,LIMF,"Turin, Italy: Torino"
4863,15327,TRO,YTRE,"Taree, Australia: Taree Airport"
4864,15328,TRR,VCCT,"Trincomalee, Sri Lanka: China Bay"
4865,15329,TRS,LIPQ,"Trieste, Italy: Trieste Airport"
4866,15332,TRV,VOTV,"Trivandrum, India: Thiruvananthapuram International"
4867,15333,TRW,NGTA,"Tarawa, Kiribati: Bonriki International"
4868,15334,TRZ,VOTR,"Trichinopoly, India: Tiruchirappalli International"
4869,15335,TSA,RCSS,"Taipei, Taiwan: Taipei Songshan"
4870,15336,TSB,FYTM,"Tsumeb, Namibia: Tsumeb Airport"
4871,15338,TSF,LIPH,"Venice, Italy: Treviso"
4872,15339,TSG,KTSG,"Tanacross, AK: Tanacross Airport"
4873,15340,TSH,FZUK,"Tshikapa, Congo (Kinshasa): Tshikapa Airport"
4874,15341,TSJ,RJDT,"Tsushima, Japan: Tsushima Airport"
4875,15342,TSM,KSKX,"Taos, NM: Taos Regional"
4876,15344,TSP,KTSP,"Tehachapi, CA: Tehachapi Municipal"
4877,15345,TSR,LRTR,"Timisoara, Romania: Traian Vuia"
4879,15349,TTB,LIET,"Tortoli, Italy: Tortoli Arbatax"
4880,15350,TTC,SCTT,"Taltal, Chile: Argolla"
4881,15351,TTD,KTTD,"Troutdale, OR: Portland Troutdale"
4882,15352,TTG,SAST,"Tartagal, Argentina: Tartagal Airport"
4883,15353,TTH,OOTH,"Thumrait, Oman: Thumrait Airport"
4884,15354,TTJ,RJOR,"Tottori, Japan: Tottori Airport"
4886,15356,TTN,KTTN,"Trenton, NJ: Trenton Mercer"
4887,15358,TTS,FMNT,"Tsaratanana, Madagascar: Tsaratanana Airport"
4888,15359,TTT,RCFN,"Taitung, Taiwan: Fongnian"
4889,15360,TTU,GMTN,"Tetuan, Morocco: Tetouan/Sania Ramel"
4890,15361,TUA,SETU,"Tulcan, Ecuador: Tulcan Airport"
4891,15362,TUB,NTAT,"Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia"
4892,15363,TUC,SANT,"Tucuman, Argentina: Tucuman Airport"
4893,15364,TUD,GOTT,"Tambacounda, Senegal: Tambacounda Airport"
4894,15365,TUF,LFOT,"Tours, France: Tours Val de Loire"
4895,15366,TUG,RPUT,"Tuguegarao, Philippines: Tuguegarao Airport"
4897,15368,TUI,OETR,"Turaif, Saudi Arabia: Turaif Airport"
4898,15369,TUK,OPTU,"Turbat, Pakistan: Turbat International"
4899,15370,TUL,KTUL,"Tulsa, OK: Tulsa International"
4900,15371,TUM,YTMU,"Tumut, Australia: Tumut Airport"
4901,15372,TUN,DTTA,"Tunis, Tunisia: Carthage"
4902,15373,TUO,NZAP,"Taupo, New Zealand: Taupo Airport"
4903,15374,TUP,KTUP,"Tupelo, MS: Tupelo Regional"
4904,15375,TUR,SBTU,"Tucurui, Brazil: Tucurui Airport"
4905,15376,TUS,KTUS,"Tucson, AZ: Tucson International"
4907,15378,TUU,OETB,"Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz"
4908,15379,TVA,FMMR,"Morafenobe, Madagascar: Morafenobe Airport"
4909,15380,TVC,KTVC,"Traverse City, MI: Cherry Capital"
4910,15381,TVF,KTVF,"Thief River Falls, MN: Thief River Falls Regional"
4911,15382,TVI,KTVI,"Thomasville, GA: Thomasville Regional"
4912,15383,TVL,KTVL,"Lake Tahoe, CA: Lake Tahoe Airport"
4913,15384,TVU,NFNM,"Taveuni, Fiji: Matei"
4914,15385,TWA,KA63,"Twin Hills, AK: Twin Hills Airport"
4915,15386,TWB,YTWB,"Toowoomba, Australia: Toowoomba Airport"
4916,15387,TWD,K0S9,"Port Townsend, WA: Jefferson County International"
4917,15388,TWE,AK49,"Taylor, AK: Taylor Airport"
4918,15389,TWF,KTWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional"
4920,15392,TWU,WBKW,"Tawau, Malaysia: Tawau Airport"
4928,15400,TXG,RCLG,"Taichung, Taiwan: Taichung Airport"
4929,15401,TXK,KTXK,"Texarkana, AR: Texarkana Regional-Webb Field"
4930,15402,TXL,EDDT,"Berlin, Germany: Tegel"
4931,15403,TXN,ZSTX,"Tunxi, China: Tunxi Airport"
4932,15404,TXU,DITB,"Tabou, Cote d'Ivoire: Tabou Airport"
4933,15405,TYB,YTIB,"Tibooburra, Australia: Tibooburra Airport"
4934,15406,TYE,KTYE,"Tyonek, AK: Tyonek Airport"
4935,15408,TYL,SPYL,"Talara, Peru: Capitan FAP Victor Montes International"
4936,15409,TYN,ZBYN,"Taiyuan, China: Wusu"
4938,15411,TYR,KTYR,"Tyler, TX: Tyler Pounds Regional"
4939,15412,TYS,KTYS,"Knoxville, TN: McGhee Tyson"
4940,15413,TYZ,KTYL,"Taylor, AZ: Taylor Airport"
4943,15416,TZL,LQTZ,"Tuzla, Bosnia and Herzegovina: Tuzla Airport"
4944,15418,TZX,LTCG,"Trabzon, Turkey: Trabzon Airport"
4945,15419,UAB,LTAG,"Adana, Turkey: Incirlik AB"
4946,15420,UAH,NTMU,"Ua Huka, French Polynesia: Ua Huka Airport"
4947,15421,UAK,BGBW,"Narsarsuaq, Greenland: Narsarsuaq Airport"
4948,15422,UAM,PGUA,"Guam, TT: Andersen AFB"
4949,15423,UAQ,SANU,"San Juan, Argentina: San Juan Airport"
4950,15424,UAS,HKSB,"Samburu, Kenya: Samburu Airport"
4951,15425,UAX,MGUX,"Uaxactun, Guatemala: Uaxactun Airport"
4952,15426,UBA,SBUR,"Uberaba, Brazil: Mario de Almeida Franco"
4954,15428,UBJ,RJDC,"Ube, Japan: Yamaguchi Ube"
4955,15429,UBP,VTUU,"Ubon Ratchathani, Thailand: Ubon Ratchathani Airport"
4956,15430,UBS,KUBS,"Columbus, MS: Columbus-Lowndes County"
4958,15433,UCY,KUCY,"Union City, TN: Everett-Stewart Regional"
4959,15434,UDD,KUDD,"Bermuda Dunes, CA: Bermuda Dunes Airport"
4961,15436,UDI,SBUL,"Uberlandia, Brazil: Uberlandia Airport"
4962,15438,UEL,FQQL,"Quelimane, Mozambique: Quelimane Airport"
4963,15439,UEO,ROKJ,"Kumejima, Japan: Kumejima Airport"
4964,15440,UES,KUES,"Waukesha, WI: Waukesha County"
4965,15441,UET,OPQT,"Quetta, Pakistan: Samungli International"
4966,15442,UFA,UWUU,"Ufa, Russia: Ufa Airport"
4967,15443,UGA,ZMBN,"Ugashik, AK: Ugashik Airport"
4968,15443,UGS,K9A8,"Ugashik, AK: Ugashik Airport"
4969,15448,UGA,ZMBN,"Ugashik, AK: Ugashik Airport"
4970,15448,UGS,K9A8,"Ugashik, AK: Ugashik Airport"
4971,15444,UGB,KUGB,"Pilot Point, AK: Ugashik Bay"
4972,15445,UGC,UTNU,"Urgench, Uzbekistan: Urgench Airport"
4974,15447,UGN,KUGN,"Waukegan, IL: Waukegan National"
4975,15449,UHE,LKKU,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport"
4977,15451,UIB,SKUI,"Quibdo, Colombia: El Carano"
4978,15452,UIH,VVPC,"Qui Nhon, Vietnam: Phu Cat"
4979,15453,UII,MHUT,"Utila Island, Honduras: Utila Island Hond."
4980,15454,UIN,KUIN,"Quincy, IL: Quincy Regional-Baldwin Field"
4981,15455,UIO,SEQM,"Quito, Ecuador: Old Mariscal Sucre International"
4982,15456,UIP,LFRQ,"Quimper, France: Quimper Pluguffan"
4983,15457,UKB,RJBE,"Kobe Honshu Island, Japan: Kobe"
4984,15458,UKI,KUKI,"Ukiah, CA: Ukiah Municipal"
4985,15459,ULA,SAWJ,"San Julian, Argentina: San Julian Airport"
4988,15462,ULM,KULM,"New Ulm, MN: New Ulm Municipal"
4989,15464,ULQ,SKUL,"Tulua, Colombia: Heriberto Gil Martinez"
4991,15466,ULY,UWLW,"Ulyanovsk, Russia: Ulyanovsk Vostochny"
4994,15469,UME,ESNU,"Umea, Sweden: Umea Airport"
4995,15470,UMM,PAST,"Summit, AK: Summit Airport"
4996,15471,UMR,YPWR,"Woomera, Australia: Woomera Airport"
4997,15472,UMT,PAUM,"Umiat, AK: Umiat Airport"
4998,15475,UND,OAUZ,"Konduz, Afghanistan: Kunduz"
4999,15476,UNG,AYKI,"Kiunga, Papua New Guinea: Kiunga Airport"
5000,15477,UNI,TVSU,"Union Island, Saint Vincent and the Grenadines: Union Island Airport"
5001,15478,UNK,PAUN,"Unalakleet, AK: Unalakleet Airport"
5003,15480,UNT,EGPW,"Unst, United Kingdom: Unst Airport"
5004,15481,UOX,KUOX,"Oxford, MS: University-Oxford"
5005,15482,UPG,WAAA,"Ujung Pandang, Indonesia: Hasanuddin"
5006,15483,UPN,MMPN,"Uruapan, Mexico: Uruapan Airport"
5007,15484,UPP,PHUP,"Upolo Point, HI: Upolu"
5009,15486,URA,UARR,"Uralsk, Kazakhstan: Uralsk Airport"
5011,15489,URG,SBUG,"Uruguaiana, Brazil: Rubem Berta"
5012,15490,URO,LFOP,"Boos, France: Rouen Vallee de Seine"
5013,15491,URT,VTSB,"Surat Thani, Thailand: Surat Thani Airport"
5014,15492,URY,OEGT,"Gurayat, Saudi Arabia: Guriat"
5015,15493,USH,SAWH,"Ushuaia, Argentina: Islas Malvinas"
5016,15494,USI,SYMB,"Usibelli, AK: Usi Belli Coal Mine"
5017,15495,USM,VTSM,"Koh Samui, Thailand: Samui"
5018,15496,USN,RKPU,"Ulsan, South Korea: Ulsan Airport"
5019,15497,UST,KSGJ,"St. Augustine, FL: Northeast Florida Regional"
5020,15499,UTB,YMTB,"Muttaburra, Australia: Muttaburra Airport"
5021,15500,UTH,VTUD,"Udon Thani, Thailand: Udon Thani Airport"
5023,15502,UTM,KUTA,"Tunica, MS: Tunica Municipal"
5024,15503,UTN,FAUP,"Upington, South Africa: Upington International"
5025,15504,UTO,PAIM,"Utopia, AK: Indian Mountain LRRS"
5026,15506,UTT,FAUT,"Mthatha, South Africa: Mthatha Airport"
5027,15507,UTW,FAQT,"Queenstown, South Africa: Queenstown Airport"
5028,15508,UUK,PAKU,"Kuparuk, AK: North Kuparuk"
5029,15509,UUS,UHSS,"Yuzhno-Sakhalinsk, Russia: Khomutovo"
5031,15511,UVA,KUVA,"Uvalde, TX: Garner Field"
5032,15512,UVE,NWWV,"Ouvea, New Caledonia: Ouvea Ouloup"
5033,15513,UVF,TLPL,"St. Lucia, Saint Lucia: Hewanorra International"
5034,15514,UVL,HEKG,"Kharja, Egypt: New Valley"
5062,15543,UYL,HSNN,"Nyala, Sudan: Nyala Airport"
5063,15544,UZU,SATU,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport"
5068,15549,VAA,EFVA,"Vaasa, Finland: Vaasa Airport"
5069,15550,VAD,KVAD,"Valdosta, GA: Moody AFB"
5070,15552,VAF,LFLU,"Valence, France: Valence Chabeuil"
5071,15553,VAI,AYVN,"Vanimo, Papua New Guinea: Vanimo Airport"
5072,15554,VAK,PAVA,"Chevak, AK: Chevak Airport"
5073,15555,VAN,LTCI,"Van, Turkey: Van Airport"
5074,15556,VAO,AGGV,"Suavanao, Solomon Islands: Suavanao Airport"
5075,15557,VAR,LBWN,"Varna, Bulgaria: Varna Airport"
5076,15558,VAS,LTAR,"Sivas, Turkey: Sivas Airport"
5077,15559,VAV,NFTV,"Vava'u, Tonga: Vava'u International"
5078,15562,VBS,LIPO,"Brescia, Italy: Brescia Montichiari"
5079,15563,VBY,ESSV,"Visby, Sweden: Visby Airport"
5080,15564,VCA,VVCT,"Can Tho, Vietnam: Can Tho International"
5082,15566,VCE,LIPZ,"Venice, Italy: Marco Polo International"
5083,15567,VCP,SBKP,"Sao Paulo, Brazil: Viracopos International"
5084,15568,VCR,SVCO,"Carora, Venezuela: Carora Airport"
5085,15569,VCT,KVCT,"Victoria, TX: Victoria Regional"
5086,15570,VCV,KVCV,"Victorville, CA: Southern California Logistics"
5087,15571,VDA,LLOV,"Ovda, Israel: Ovda Airport"
5088,15572,VDC,SBVC,"Vitoria Da Conquista, Brazil: Vitoria Da Conquista Airport"
5089,15574,VDI,KVDI,"Vidalia, GA: Vidalia Regional"
5090,15575,VDM,SAVV,"Viedma, Argentina: Viedma Airport"
5091,15576,VDP,SVVP,"Valle de la Pascua, Venezuela: Valle de la Pascua Airport"
5092,15577,VDR,SAOD,"Villa Dolores, Argentina: Villa Dolores Airport"
5093,15578,VDS,ENVD,"Vadso, Norway: Vadso Airport"
5094,15579,VDZ,PAVD,"Valdez, AK: Valdez Pioneer Field"
5095,15581,VEE,PAVE,"Venetie, AK: Venetie Airport"
5096,15582,VEL,KVEL,"Vernal, UT: Vernal Regional"
5098,15585,VEY,BIVM,"Vestmannaeyjar, Iceland: Vestmannaeyjar Airport"
5099,15586,VFA,FVFA,"Victoria Falls, Zimbabwe: Victoria Falls International"
5100,15587,VGA,VOBZ,"Vijayawada, India: Vijayawada Airport"
5101,15588,VGO,LEVX,"Vigo, Spain: Vigo Airport"
5102,15589,VGT,KVGT,"Las Vegas, NV: North Las Vegas"
5103,15590,VHM,ESNV,"Vilhelmina, Sweden: Vilhelmina Airport"
5104,15591,VHY,LFLV,"Vichy, France: Vichy Charmeil"
5105,15593,VIC,LIPT,"Vicenza, Italy: Vicenza Airport"
5107,15596,VIG,SVVG,"El Vigia, Venezuela: Juan Pablo Perez Alfonzo"
5108,15597,VIH,KVIH,"Vichy, MO: Rolla National"
5109,15598,VIJ,TUPW,"Virgin Gorda, British Virgin Islands: Virgin Gorda Airport"
5111,15600,VIL,GMMH,"Dakhla, Morocco: Dakhla International"
5112,15601,VIS,KVIS,"Visalia, CA: Visalia Municipal"
5113,15602,VIT,LEVT,"Vitoria, Spain: Vitoria Airport"
5114,15604,VKO,UUWW,"Moscow, Russia: Vnukovo"
5115,15605,VKS,KVKS,"Vicksburg, MS: Vicksburg Municipal"
5116,15606,VLC,LEVC,"Valencia, Spain: Valencia Airport"
5117,15607,VLD,KVLD,"Valdosta, GA: Valdosta Regional"
5118,15608,VLI,NVVV,"Port Vila, Vanuatu: Port Vila Airport"
5119,15609,VLL,LEVD,"Valladolid, Spain: Valladolid Airport"
5120,15610,VLN,SVVA,"Valencia, Venezuela: Arturo Michelena International"
5121,15612,VLR,SCLL,"Vallenar, Chile: Vallenar Airport"
5122,15613,VLV,SVVL,"Valera, Venezuela: Dr. Antonio Nicolas Briceno"
5123,15614,VME,SAOR,"Villa Mercedes, Argentina: Mercedes"
5124,15615,VNC,KVNC,"Venice, FL: Venice Municipal"
5125,15616,VNO,EYVI,"Vilnius, Lithuania: Vilnius International"
5126,15617,VNS,VEBN,"Varanasi, India: Lal Bahadur Shastri Varanasi International"
5127,15618,VNY,KVNY,"Van Nuys, CA: Van Nuys Airport"
5128,15619,VOG,URWW,"Volgograd, Russia: Gumrak"
5129,15620,VOK,KVOK,"Camp Douglas, WI: Volk Field"
5130,15621,VOL,LGBL,"Volos, Greece: Volos Airport"
5132,15623,VPE,FNGI,"Ondjiva, Angola: Ondjiva Airport"
5133,15624,VPS,KVPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
5134,15625,VPZ,KVPZ,"Valparaiso, IN: Porter County Regional"
5135,15626,VQS,TJVQ,"Vieques, PR: Antonio Rivera Rodriguez"
5136,15627,VRA,MUVR,"Varadero, Cuba: Juan Gualberto Gomez International"
5137,15628,VRB,KVRB,"Vero Beach, FL: Vero Beach Regional"
5138,15629,VRC,RPUV,"Virac, Philippines: Virac Airport"
5139,15630,VRK,EFVR,"Varkaus, Finland: Varkaus Airport"
5140,15633,VSE,LPVZ,"Viseu, Portugal: Viseu Airport"
5141,15634,VSF,KVSF,"Springfield, VT: Hartness State"
5142,15635,VST,ESOW,"Vasteras, Sweden: Vasteras Airport"
5143,15636,VTE,VLVT,"Vientiane, Laos: Wattay International"
5144,15637,VTN,KVTN,"Valentine, NE: Miller Field"
5147,15641,VUP,SKVP,"Valledupar, Colombia: Alfonso Lopez Pumarejo"
5148,15643,VVI,SLVR,"Santa Cruz, Bolivia: Viru Viru International"
5149,15644,VVK,ESSW,"Vastervik, Sweden: Vastervik Airport"
5150,15645,VVO,UHWW,"Vladivostok, Russia: Knevichi"
5174,15672,VXE,GVSV,"Sao Vicente, Cape Verde: Sao Pedro International"
5175,15673,VXO,ESMX,"Vaxjo, Sweden: Smaland"
5176,15674,VYD,FAVY,"Vryheid, South Africa: Vryheid Airport"
5177,15675,VYS,KVYS,"Peru, IL: Illinois Valley Regional"
5200,15699,YDU,CJL8,"Kasba Lake, Canada: Kasba Lake Airport"
5208,15709,WAA,PAIW,"Wales, AK: Wales Airport"
5211,15712,WAG,NZWU,"Wanganui, New Zealand: Whanganui"
5212,15713,WAL,KWAL,"Chincoteague, VA: Wallops Flight Facility"
5213,15714,WAR,WAJR,"Warsaw, IN: Warsaw Municipal"
5215,15716,WAT,EIWF,"Waterford, Ireland: Waterford Airport"
5216,15717,WAV,YWAV,"Wave Hill, Australia: Wave Hill Old"
5217,15718,WAW,EPWA,"Warsaw, Poland: Warsaw Chopin"
5218,15720,WBA,WAPV,"Wahai, Indonesia: Wahai Airport"
5219,15721,WBB,KWBB,"Stebbins, AK: Stebbins Airport"
5221,15723,WBM,AYWD,"Wapenamanda, Papua New Guinea: Wapenamanda Airport"
5223,15725,WBQ,PAWB,"Beaver, AK: Beaver Airport"
5224,15726,WBR,KRQB,"Big Rapids, MI: Roben-Hood"
5227,15729,WCA,SCST,"Castro, Chile: Gamboa"
5229,15731,WCR,PALR,"Chandalar, AK: Chandalar Lake"
5231,15734,WDG,KWDG,"Enid, OK: Enid Woodring Regional"
5232,15735,WDH,FYWH,"Windhoek, Namibia: Hosea Kutako International"
5233,15737,WDR,KWDR,"Winder, GA: Barrow County"
5234,15738,WEH,ZSWH,"Dashuipo, China: Dashuipo Airport"
5235,15739,WEI,YBWP,"Weipa, Australia: Weipa Airport"
5236,15740,WEL,FAWM,"Welkom, South Africa: Welkom Airport"
5238,15744,WGA,YSWG,"Wagga Wagga, Australia: Wagga Wagga Airport"
5239,15745,WGE,YWLG,"Walgett, Australia: Walgett Airport"
5242,15749,WGO,KOKV,"Winchester, VA: Winchester Regional"
5243,15750,WGP,WADW,"Waingapu, Indonesia: Mau Hau"
5244,15751,WFK,KFVE,"Frenchville, ME: Northern Aroostook Regional"
5246,15755,WHK,NZWK,"Whakatane, New Zealand: Whakatane Airport"
5247,15756,WHO,NZFJ,"Franz Josef, New Zealand: Franz Josef Airport"
5249,15759,WHT,KARM,"Wharton, TX: Wharton Regional"
5252,15762,WIB,KF05,"Wilbur, WA: Wilbur Airport"
5253,15763,WIC,EGPC,"Wick, United Kingdom: Wick Airport"
5254,15766,WIL,HKNW,"Nairobi, Kenya: Nairobi/Wilson"
5255,15767,WIN,YWTN,"Winton, Australia: Winton Airport"
5257,15769,WJF,KWJF,"Lancaster, CA: General William J. Fox Airfield"
5258,15772,WKA,NZWF,"Wanaka, New Zealand: Wanaka Airport"
5259,15773,WKJ,RJCW,"Wakkanai, Japan: Wakkanai Airport"
5260,15774,WKK,K5A8,"Aleknagik, AK: Aleknagik New"
5262,15776,HWN,FVWN,"Hwange, Zimbabwe: Hwange National Park"
5264,15778,WKR,MYAW,"Walker's Cay, The Bahamas: Walker's"
5267,15782,WLD,KWLD,"Winfield, KS: Strother Field"
5268,15783,WLG,NZWN,"Wellington, New Zealand: Wellington International"
5269,15784,WLH,NVSW,"Walaha, Vanuatu: Walaha Airport"
5270,15785,WLK,PASK,"Selawik, AK: Selawik Airport"
5272,15787,WLS,NLWW,"Wallis Island, Wallis and Futuna: Wallis Hihifo"
5273,15789,WLW,KWLW,"Willows, CA: Willows Glenn County"
5274,15790,WMB,YWBL,"Warrnambool, Australia: Warrnambool Airport"
5275,15791,WMC,KWMC,"Winnemucca, NV: Winnemucca Municipal"
5276,15792,WMH,KBPK,"Mountain Home, AR: Baxter County"
5278,15794,WMO,PAWM,"White Mountain, AK: White Mountain Airport"
5279,15795,WMR,FMNC,"Mananara, Madagascar: Avaratra"
5280,15798,WNA,PANA,"Napakiak, AK: Napakiak Airport"
5281,15799,WNN,CKL3,"Wunnumin Lake, Canada: Wunnumin Lake Airport"
5282,15800,WNP,RPUN,"Naga, Philippines: Naga Airport"
5283,15801,WNR,YWDH,"Windorah, Australia: Windorah Airport"
5284,15802,WNS,OPNH,"Nawab Shah, Pakistan: Nawabshah"
5285,15804,WNZ,ZSWZ,"Wenzhou, China: Longwan"
5287,15807,WOW,PAUO,"Willow, AK: Willow Airport"
5289,15812,WPU,SCGZ,"Puerto Williams, Chile: Guardiamarina Zanartu"
5301,15825,CWF,KCWF,"Lake Charles, LA: Chennault International"
5314,15839,WRB,KWRB,"Macon, GA: Robins AFB"
5315,15840,WRE,NZWR,"Whangarei, New Zealand: Whangarei Airport"
